YEAR,MO,DY,WD10M,WS50M,PS,WS10M,WD50M,RH2M,PRECTOTCORR,T2M,T2MDEW,TS,ALLSKY_SFC_UV_INDEX
2017,9,28,37.5,5.32,97.47,3.77,36.38,62.5,0.22,20.6,11.59,22.33,1.38
2017,9,29,75.19,4.1,97.34,2.8,73.19,57.94,0.0,19.8,9.86,21.68,1.34
2017,9,30,177.5,2.81,97.15,1.69,186.06,57.12,0.0,20.44,10.34,22.76,1.33
2017,10,1,148.31,3.05,97.15,2.05,151.81,59.62,0.05,21.12,11.91,22.94,1.2
2017,10,2,43.56,3.2,97.24,2.51,58.62,84.44,14.93,17.21,14.57,17.44,0.76
2017,10,3,31.94,6.13,97.09,4.39,31.75,76.38,1.18,18.29,13.44,19.55,1.04
2017,10,4,41.0,7.93,97.2,5.98,41.25,85.75,28.2,18.72,16.14,19.0,0.74
2017,10,5,134.25,7.91,97.18,5.69,134.44,76.06,4.92,19.62,14.95,20.1,0.8
2017,10,6,290.25,6.48,96.91,4.13,290.44,66.12,0.04,19.96,12.06,20.55,1.32
2017,10,7,244.88,7.82,97.07,5.41,244.25,64.94,0.06,18.51,10.61,19.18,1.3
2017,10,8,161.25,3.89,97.3,2.37,133.38,61.31,0.0,17.62,9.31,19.09,1.21
2017,10,9,224.62,3.85,97.15,2.32,236.69,53.81,0.0,19.21,8.66,20.37,1.14
2017,10,10,164.81,3.24,97.28,2.05,170.19,56.31,0.0,19.97,10.39,21.25,1.02
2017,10,11,148.0,3.07,97.47,1.91,153.38,68.38,0.14,20.5,13.1,21.86,1.01
2017,10,12,61.38,3.23,97.78,2.19,59.75,71.88,0.48,19.21,13.17,20.66,1.04
2017,10,13,142.5,2.66,97.87,1.98,140.56,60.56,0.0,18.29,9.15,18.9,1.15
2017,10,14,98.69,3.41,97.85,2.29,96.44,60.12,0.0,17.84,9.25,18.78,1.08
2017,10,15,92.5,2.94,97.95,2.08,93.75,74.31,0.01,17.07,11.93,18.55,1.09
2017,10,16,198.88,3.07,97.89,2.25,199.0,70.31,0.0,17.77,11.34,18.5,1.18
2017,10,17,203.69,3.69,97.65,2.58,204.25,69.38,0.0,17.98,11.34,18.67,1.11
2017,10,18,216.69,4.41,97.19,3.01,217.75,63.44,0.02,18.12,9.82,18.62,1.07
2017,10,19,215.56,5.42,96.82,3.77,215.88,55.06,0.0,18.65,8.47,18.61,0.91
2017,10,20,308.0,3.28,96.75,2.11,307.44,67.75,10.17,18.05,11.81,18.15,0.58
2017,10,21,146.38,7.7,97.24,5.8,146.62,73.44,0.49,18.53,13.24,19.13,0.78
2017,10,22,238.81,3.39,97.36,2.06,240.44,69.06,0.08,19.16,12.44,20.48,0.86
2017,10,23,333.62,8.06,97.24,5.73,333.25,68.69,0.2,17.47,11.03,18.13,0.91
2017,10,24,343.25,8.76,97.22,5.84,343.31,67.0,0.19,15.72,8.91,16.07,0.86
2017,10,25,239.75,8.88,97.53,5.85,255.06,61.56,0.01,15.15,6.0,15.23,0.86
2017,10,26,170.5,5.62,97.91,3.84,170.06,60.12,0.0,15.65,6.91,15.34,0.88
2017,10,27,309.19,4.07,97.56,2.65,309.44,43.94,0.0,17.37,3.12,16.59,0.85
2017,10,28,306.81,8.98,97.12,6.25,306.94,68.44,0.02,17.0,10.37,17.18,0.75
2017,10,29,296.38,5.81,97.16,3.67,296.75,67.12,0.02,16.3,9.05,16.62,0.84
2017,10,30,270.56,5.04,96.89,2.95,271.75,54.12,0.0,16.62,6.11,16.98,0.79
2017,10,31,206.44,4.56,97.13,2.83,207.81,56.06,0.0,16.61,6.79,17.04,0.73
2017,11,1,168.94,4.39,97.32,2.9,152.88,62.06,0.0,16.37,8.44,17.0,0.65
2017,11,2,190.31,4.8,97.43,3.17,191.44,70.94,0.11,16.9,10.86,17.1,0.66
2017,11,3,270.75,7.23,96.96,4.25,271.94,41.0,0.0,18.99,3.4,18.44,0.77
2017,11,4,266.25,6.72,96.81,3.66,268.69,30.62,0.0,19.69,0.8,19.15,0.75
2017,11,5,268.94,7.57,96.65,4.55,269.12,33.12,0.02,19.26,0.75,18.71,0.63
2017,11,6,312.69,6.9,96.52,4.79,312.38,68.19,0.11,14.94,8.05,15.65,0.61
2017,11,7,302.69,5.5,96.84,3.71,302.88,58.69,0.0,11.23,1.93,11.5,0.57
2017,11,8,260.19,5.74,97.26,3.73,260.69,56.75,0.0,12.37,2.84,12.58,0.62
2017,11,9,238.0,6.17,97.03,3.91,238.25,47.81,0.79,13.58,2.24,13.15,0.48
2017,11,10,123.81,8.19,96.83,6.11,124.06,82.69,18.79,11.03,8.15,10.87,0.23
2017,11,11,135.19,13.37,96.5,10.45,135.38,76.44,5.26,12.65,8.41,12.55,0.37
2017,11,12,340.69,10.64,96.64,7.78,340.75,76.25,0.57,13.62,9.13,13.6,0.49
2017,11,13,290.88,7.33,96.1,5.23,290.81,73.12,5.78,12.59,6.98,12.96,0.55
2017,11,14,300.0,7.16,96.05,4.87,300.69,75.75,2.53,8.98,4.63,9.01,0.45
2017,11,15,297.25,9.01,96.46,6.05,298.38,78.62,3.3,9.76,6.05,9.25,0.23
2017,11,16,311.25,7.34,96.82,4.62,311.69,76.88,2.01,12.05,7.72,11.94,0.41
2017,11,17,325.62,7.03,96.96,4.44,325.69,77.25,0.09,11.0,6.69,10.94,0.39
2017,11,18,319.19,5.79,97.01,3.9,319.12,72.56,0.01,10.7,4.73,10.76,0.51
2017,11,19,322.94,6.34,97.18,3.96,322.75,75.81,0.03,10.4,5.78,10.28,0.52
2017,11,20,268.88,4.62,97.5,2.95,268.0,67.31,0.0,10.96,4.31,9.98,0.53
2017,11,21,251.19,3.57,97.46,2.56,251.88,45.19,0.0,11.75,-0.52,9.86,0.55
2017,11,22,241.75,4.77,97.26,3.12,242.0,47.25,0.11,11.42,0.16,9.76,0.48
2017,11,23,209.44,4.02,97.13,2.59,209.81,58.12,0.03,12.3,3.95,11.74,0.42
2017,11,24,193.31,3.62,97.42,2.58,192.75,62.44,0.0,12.54,4.9,11.3,0.44
2017,11,25,258.44,5.51,97.35,3.47,259.0,49.44,0.0,12.52,0.69,11.28,0.53
2017,11,26,331.44,7.49,97.37,4.59,331.31,61.0,0.57,12.25,4.49,11.68,0.25
2017,11,27,327.81,7.91,97.73,5.17,327.94,73.62,0.03,8.14,3.01,8.08,0.36
2017,11,28,265.0,7.78,97.38,5.27,265.56,71.69,0.0,7.84,2.34,7.83,0.45
2017,11,29,238.06,11.5,96.52,8.73,238.5,61.56,0.11,11.33,3.73,11.17,0.38
2017,11,30,244.56,7.54,96.04,5.66,244.06,57.81,0.97,13.19,4.64,13.15,0.34
2017,12,1,108.56,5.73,96.36,4.57,108.31,80.12,9.0,8.03,4.65,8.19,0.27
2017,12,2,266.56,7.58,96.48,5.18,266.5,68.5,0.13,5.61,-0.37,5.44,0.4
2017,12,3,287.25,6.74,97.25,4.13,287.69,61.12,0.02,5.0,-2.66,4.75,0.41
2017,12,4,319.69,7.85,98.06,4.97,319.94,78.75,0.21,5.78,2.06,5.46,0.34
2017,12,5,159.88,6.77,98.53,4.17,159.94,80.31,0.37,7.41,3.98,7.29,0.33
2017,12,6,163.56,4.4,98.59,2.95,163.88,79.44,0.18,6.87,3.65,6.4,0.42
2017,12,7,92.75,2.19,98.37,1.59,94.62,77.0,0.08,7.76,3.69,6.76,0.38
2017,12,8,243.0,4.97,97.87,3.22,242.81,75.44,0.02,8.01,3.54,7.16,0.39
2017,12,9,302.38,6.43,97.29,3.94,302.81,68.56,0.14,9.32,2.87,8.91,0.37
2017,12,10,253.12,4.88,97.3,3.13,253.88,76.94,0.12,8.05,3.98,8.36,0.32
2017,12,11,226.81,10.57,96.61,7.41,227.25,65.06,0.0,8.01,1.63,7.72,0.35
2017,12,12,223.62,7.02,96.82,4.52,223.94,49.75,0.0,9.39,-1.04,8.65,0.38
2017,12,13,220.25,4.05,97.47,2.51,232.44,58.88,0.01,10.65,2.57,9.34,0.29
2017,12,14,249.25,6.31,97.42,4.18,249.38,70.75,0.02,9.17,3.48,8.23,0.34
2017,12,15,256.88,9.7,96.59,6.62,257.5,58.81,0.0,10.01,1.73,9.58,0.4
2017,12,16,298.0,5.8,96.39,3.78,298.81,74.25,1.64,10.65,5.88,10.53,0.28
2017,12,17,323.38,7.31,97.34,4.68,323.56,74.88,0.03,6.23,1.3,6.09,0.36
2017,12,18,330.12,7.05,97.63,4.72,330.31,78.06,0.19,5.23,1.22,4.92,0.29
2017,12,19,151.06,4.62,97.6,2.98,151.44,81.62,0.44,4.76,1.98,4.46,0.26
2017,12,20,23.88,8.81,97.6,5.96,24.5,74.5,0.18,6.44,1.88,6.21,0.27
2017,12,21,67.38,8.62,97.55,6.02,68.06,84.88,1.47,5.13,2.62,4.95,0.27
2017,12,22,340.12,10.27,97.79,7.45,340.62,80.25,0.11,6.36,2.72,6.19,0.33
2017,12,23,261.25,9.52,98.0,6.04,261.69,76.5,0.16,8.73,4.28,8.23,0.28
2017,12,24,186.5,4.49,98.35,3.37,187.0,73.5,0.06,8.82,3.83,7.88,0.36
2017,12,25,253.88,6.32,98.06,4.3,254.19,71.31,0.0,7.06,1.7,6.25,0.4
2017,12,26,258.12,7.88,97.41,5.23,258.81,69.38,0.0,6.41,0.15,6.11,0.38
2017,12,27,248.94,10.45,96.4,7.59,249.5,73.12,1.63,6.48,1.71,6.09,0.27
2017,12,28,284.62,7.84,96.23,4.96,285.12,75.62,0.41,7.26,2.76,6.69,0.3
2017,12,29,304.5,8.24,96.92,5.16,304.75,75.62,0.4,9.03,4.53,8.61,0.35
2017,12,30,302.5,6.43,97.72,4.1,303.06,68.75,0.13,9.69,3.26,8.82,0.37
2017,12,31,269.0,6.73,97.73,3.84,269.88,64.75,0.0,11.19,3.94,10.52,0.39
2018,1,1,315.88,9.7,97.69,6.18,316.06,61.12,0.01,10.01,2.46,9.19,0.37
2018,1,2,304.19,9.16,97.65,5.78,304.38,59.25,0.03,9.09,0.98,8.45,0.31
2018,1,3,302.81,7.67,97.7,4.88,303.19,70.88,0.01,11.62,5.82,11.07,0.34
2018,1,4,295.69,8.0,97.41,5.14,296.5,59.5,0.0,13.05,4.5,12.2,0.37
2018,1,5,259.06,7.72,96.95,4.63,259.62,59.38,0.0,12.19,3.65,11.55,0.45
2018,1,6,222.06,8.28,96.44,5.0,222.25,56.38,0.0,9.89,0.9,9.21,0.38
2018,1,7,192.88,5.84,96.25,3.55,193.0,59.75,0.06,8.02,0.07,7.05,0.36
2018,1,8,220.38,7.8,96.63,4.95,220.38,56.0,0.02,10.15,1.44,9.41,0.28
2018,1,9,244.44,5.35,97.07,3.21,244.5,65.94,0.01,9.26,3.06,8.29,0.15
2018,1,10,281.31,7.44,97.2,4.59,281.94,63.56,0.0,8.07,0.19,7.82,0.38
2018,1,11,287.0,7.42,96.79,4.59,287.56,65.19,0.11,8.3,1.55,7.99,0.34
2018,1,12,299.31,10.68,96.71,7.43,300.31,69.12,0.97,7.29,1.87,6.85,0.21
2018,1,13,285.75,7.31,97.3,4.77,286.44,66.62,0.06,7.44,0.91,7.19,0.37
2018,1,14,249.81,7.62,97.25,4.71,250.31,55.06,0.0,7.45,-1.33,6.96,0.34
2018,1,15,230.38,2.76,97.46,1.79,231.0,47.62,0.0,9.03,-1.77,7.2,0.36
2018,1,16,260.69,4.73,97.75,3.0,261.06,49.56,0.0,9.06,-1.47,7.33,0.37
2018,1,17,315.0,7.73,97.27,4.59,314.94,55.5,0.02,10.23,0.52,9.6,0.46
2018,1,18,204.25,5.68,97.58,3.44,203.31,73.62,0.01,7.9,3.09,7.8,0.49
2018,1,19,183.31,4.75,96.87,2.97,184.38,60.94,0.0,8.53,0.4,7.93,0.46
2018,1,20,277.5,10.85,96.87,7.69,277.69,78.62,0.05,8.76,4.77,8.32,0.32
2018,1,21,308.19,10.15,97.04,6.93,308.69,68.19,0.0,11.78,5.26,11.54,0.41
2018,1,22,324.5,11.23,97.28,7.8,324.88,70.38,0.0,13.85,8.02,13.58,0.47
2018,1,23,324.94,8.33,97.46,5.35,325.0,74.0,0.0,11.34,5.98,11.03,0.52
2018,1,24,194.44,4.85,97.98,3.4,193.75,77.75,0.0,9.19,4.94,9.39,0.52
2018,1,25,225.31,5.75,97.84,3.86,225.75,80.06,0.0,8.61,5.12,8.23,0.52
2018,1,26,231.38,7.78,97.25,5.0,231.81,74.06,0.0,8.85,3.99,8.69,0.54
2018,1,27,195.5,4.45,97.43,3.02,196.5,71.5,0.01,8.96,3.22,8.39,0.5
2018,1,28,76.5,4.82,98.21,3.45,77.94,80.38,0.1,9.08,5.62,9.3,0.37
2018,1,29,86.69,3.25,98.42,2.33,88.12,85.12,0.19,8.48,6.17,8.9,0.43
2018,1,30,207.0,3.47,98.18,2.31,207.44,78.38,0.05,9.51,5.43,9.84,0.52
2018,1,31,221.94,4.38,97.72,2.92,222.12,72.0,0.0,8.78,3.1,8.19,0.53
2018,2,1,227.38,8.19,96.8,5.52,227.5,74.56,0.84,9.23,4.67,8.62,0.28
2018,2,2,223.12,9.46,96.1,7.04,223.88,82.5,0.62,11.54,8.35,11.63,0.41
2018,2,3,288.56,4.96,96.28,3.28,289.38,68.81,0.36,8.58,2.88,8.44,0.4
2018,2,4,220.38,4.99,96.81,2.97,220.69,68.25,0.01,5.55,-0.81,6.38,0.59
2018,2,5,194.06,4.94,96.57,3.37,194.44,68.12,0.62,7.18,0.75,7.52,0.5
2018,2,6,233.25,6.72,95.95,4.77,233.62,53.19,0.02,7.9,-1.39,7.19,0.48
2018,2,7,262.5,9.03,96.36,6.06,263.38,55.31,0.0,6.92,-2.56,6.78,0.66
2018,2,8,221.81,3.75,96.91,2.42,223.75,71.06,0.05,5.89,0.73,5.71,0.66
2018,2,9,111.69,5.39,96.45,3.7,111.94,70.38,0.75,6.44,0.99,5.9,0.49
2018,2,10,324.44,7.0,96.25,5.09,324.56,68.0,0.17,7.26,1.17,7.52,0.48
2018,2,11,331.25,6.84,96.77,4.48,331.31,72.0,0.24,5.94,0.53,6.3,0.59
2018,2,12,261.31,7.84,96.93,5.34,262.44,55.5,0.0,7.87,-1.83,8.08,0.62
2018,2,13,295.62,8.3,96.9,6.05,295.19,52.75,0.06,7.9,-1.52,7.9,0.68
2018,2,14,292.38,7.42,96.97,5.05,292.75,60.56,0.12,8.74,0.12,8.38,0.6
2018,2,15,327.75,5.6,97.46,3.88,327.62,81.56,0.4,9.28,6.21,9.17,0.36
2018,2,16,186.94,5.08,97.69,3.32,216.12,81.31,0.05,10.58,7.23,11.16,0.35
2018,2,17,222.31,4.86,97.23,3.15,222.75,83.81,1.99,10.46,7.62,10.28,0.55
2018,2,18,195.69,4.41,96.84,2.8,210.5,84.81,4.51,10.68,8.12,10.48,0.41
2018,2,19,324.69,4.87,96.68,3.29,326.06,68.81,0.97,10.33,4.05,10.6,0.64
2018,2,20,314.81,4.1,96.21,2.88,314.38,63.62,1.59,10.22,2.73,10.93,0.7
2018,2,21,270.38,6.24,95.62,3.83,271.0,67.31,0.38,9.68,2.86,10.09,0.63
2018,2,22,201.62,5.09,95.34,3.36,215.31,85.44,13.81,6.63,4.25,6.77,0.47
2018,2,23,290.81,7.14,95.58,4.82,291.62,63.5,0.19,7.59,-0.17,7.98,0.64
2018,2,24,204.94,4.37,95.86,3.2,206.5,51.56,0.0,9.55,-0.76,9.06,0.62
2018,2,25,305.75,7.53,95.92,5.2,305.19,65.69,0.13,8.63,1.83,9.03,0.64
2018,2,26,273.06,7.29,95.96,4.49,273.56,49.69,0.0,8.97,-2.74,9.04,0.84
2018,2,27,196.38,3.7,95.74,2.45,209.38,58.81,1.22,9.3,1.16,9.03,0.89
2018,2,28,223.38,9.54,96.32,6.78,223.88,62.62,0.09,12.22,3.94,12.44,1.08
2018,3,1,229.44,10.78,95.7,7.31,229.44,44.25,0.0,14.98,1.76,14.69,0.88
2018,3,2,270.75,8.2,95.93,4.88,270.69,46.69,0.0,17.15,4.99,16.88,0.94
2018,3,3,209.25,6.23,95.93,4.01,210.19,52.75,0.14,17.65,6.88,17.59,1.02
2018,3,4,223.69,8.45,95.31,6.33,223.81,62.75,1.68,15.48,7.37,15.62,1.09
2018,3,5,254.12,9.05,95.38,6.18,254.88,54.94,0.03,14.11,3.94,14.49,1.08
2018,3,6,277.75,7.88,95.58,5.07,277.56,44.25,0.07,13.82,0.96,14.1,1.11
2018,3,7,270.12,9.27,96.15,6.33,270.5,49.81,0.27,13.8,2.94,13.73,0.73
2018,3,8,250.75,5.42,96.8,3.6,251.88,69.38,0.38,11.2,5.01,11.68,0.71
2018,3,9,242.12,3.04,96.92,2.12,241.25,60.75,0.02,16.6,7.72,16.62,1.1
2018,3,10,241.56,6.27,96.94,4.26,242.31,51.06,0.0,17.86,6.71,17.51,1.26
2018,3,11,236.56,7.18,96.34,4.79,236.69,46.19,0.01,17.96,4.47,17.9,1.23
2018,3,12,282.38,5.59,96.76,4.02,282.31,49.75,0.02,14.69,2.13,14.49,1.36
2018,3,13,272.12,5.28,97.0,3.38,273.44,51.69,0.0,13.78,2.24,14.69,1.27
2018,3,14,252.25,4.95,96.81,3.05,253.12,57.31,0.01,14.72,5.53,15.56,1.2
2018,3,15,223.88,9.68,96.29,6.46,224.19,45.25,0.0,17.08,3.37,16.77,0.73
2018,3,16,213.12,7.75,95.58,4.78,213.81,34.69,0.02,18.57,1.16,18.43,1.34
2018,3,17,309.5,6.44,95.58,4.97,309.0,61.25,1.25,11.89,4.22,12.37,0.63
2018,3,18,247.25,10.29,95.69,7.29,248.0,52.19,0.39,13.15,2.79,13.23,1.08
2018,3,19,297.81,5.57,96.1,3.98,297.31,54.75,1.18,12.01,1.58,12.62,1.1
2018,3,20,254.69,10.44,95.92,7.17,255.38,42.0,0.32,12.27,-0.99,12.47,0.89
2018,3,21,328.81,5.74,96.32,3.98,328.94,69.94,16.85,6.69,1.48,7.41,0.41
2018,3,22,301.19,9.41,96.12,6.7,301.75,65.81,0.84,7.18,0.73,7.62,0.8
2018,3,23,293.69,8.91,96.12,6.09,294.25,57.06,0.15,8.63,-0.31,9.06,0.82
2018,3,24,255.5,8.16,95.53,5.78,256.62,58.44,3.4,10.65,1.08,11.08,0.88
2018,3,25,269.88,9.71,95.39,6.88,270.62,63.56,0.76,8.92,1.94,9.08,0.73
2018,3,26,205.0,5.63,96.42,3.55,204.31,77.81,8.57,9.75,5.79,10.46,0.75
2018,3,27,322.38,8.45,97.15,5.95,322.56,68.0,0.27,10.44,4.15,10.94,0.91
2018,3,28,302.75,5.57,97.1,3.74,303.12,55.75,0.0,14.1,3.94,14.37,1.28
2018,3,29,250.81,8.98,96.76,5.83,251.5,39.44,0.0,16.54,1.43,16.65,1.34
2018,3,30,229.69,8.38,96.41,5.48,229.94,36.06,0.0,17.48,1.02,17.23,1.11
2018,3,31,306.62,7.7,96.21,5.3,306.25,41.56,0.0,16.76,1.6,17.23,1.5
2018,4,1,272.31,5.66,97.03,3.84,271.56,47.06,0.0,13.12,-0.12,14.38,1.54
2018,4,2,194.0,5.44,96.91,3.81,195.5,38.69,0.0,14.9,-0.91,15.35,1.7
2018,4,3,160.38,3.98,96.71,2.87,162.12,55.31,0.01,17.19,6.54,17.97,1.2
2018,4,4,101.38,6.32,96.59,4.52,129.81,59.56,0.05,18.1,8.6,19.3,1.2
2018,4,5,242.75,6.78,97.09,4.77,241.56,52.75,0.05,17.01,4.85,17.98,1.77
2018,4,6,223.69,3.56,97.03,2.45,225.75,43.19,0.0,16.02,2.05,17.14,1.85
2018,4,7,136.31,5.62,96.64,4.29,137.06,51.12,0.0,15.03,3.26,15.68,1.77
2018,4,8,167.06,8.78,95.87,6.62,168.44,61.94,0.04,17.63,8.26,18.49,1.34
2018,4,9,249.12,4.81,96.53,3.13,251.25,51.0,0.0,15.06,3.19,16.89,1.56
2018,4,10,133.19,5.38,96.25,4.0,135.12,63.5,0.01,14.35,6.21,15.7,0.66
2018,4,11,233.12,6.2,95.51,4.35,234.12,50.19,0.02,18.74,5.5,19.49,1.28
2018,4,12,187.19,4.76,96.0,3.16,190.38,58.88,3.18,15.69,6.4,16.93,1.25
2018,4,13,88.25,5.83,96.29,4.49,89.25,66.94,0.11,15.95,8.87,17.21,1.33
2018,4,14,124.56,8.52,95.53,6.32,126.5,70.25,1.35,16.13,9.65,16.66,0.35
2018,4,15,282.0,6.87,95.98,4.96,282.5,61.88,2.2,15.29,7.45,16.25,1.06
2018,4,16,278.06,6.82,96.89,4.81,279.25,49.75,0.0,17.42,5.26,19.04,1.79
2018,4,17,75.94,5.36,97.23,3.62,76.0,70.94,7.65,13.37,7.98,14.05,0.64
2018,4,18,142.31,6.43,97.38,4.58,142.19,68.31,2.99,14.87,8.13,16.24,1.34
2018,4,19,53.19,4.98,97.38,3.46,53.0,73.0,1.53,15.29,9.9,16.98,1.16
2018,4,20,87.0,3.73,97.24,2.51,88.44,67.44,0.67,16.33,9.36,18.39,1.41
2018,4,21,212.94,4.06,97.12,2.87,215.94,55.81,0.03,19.14,8.51,20.41,1.67
2018,4,22,211.12,3.92,96.94,2.46,212.5,50.56,0.01,20.69,8.76,21.93,1.72
2018,4,23,114.44,3.87,97.0,3.05,118.62,55.0,0.01,20.36,9.17,22.12,1.93
2018,4,24,171.12,4.8,97.06,3.52,173.0,49.56,0.0,20.56,8.28,22.04,2.0
2018,4,25,131.75,4.86,96.78,3.48,133.38,45.25,0.79,21.15,7.55,22.3,1.62
2018,4,26,85.81,7.86,96.19,5.87,86.94,56.12,0.01,20.18,9.19,21.16,1.52
2018,4,27,124.06,7.6,95.99,6.08,124.12,64.38,0.13,18.45,10.76,19.9,1.3
2018,4,28,139.12,6.44,96.37,5.02,138.5,60.5,0.07,17.18,8.82,18.8,1.38
2018,4,29,269.88,4.8,96.46,3.37,270.75,50.5,0.0,20.53,7.87,22.5,1.91
2018,4,30,187.19,6.2,96.77,4.86,188.0,54.12,0.0,18.79,8.3,20.94,1.91
2018,5,1,118.0,8.95,95.79,6.87,120.12,60.06,0.05,19.15,9.65,20.18,1.45
2018,5,2,319.06,14.91,95.47,11.78,319.88,64.5,18.0,13.3,6.58,13.64,0.75
2018,5,3,313.56,9.48,95.91,7.27,313.31,48.88,0.01,15.65,3.84,16.37,1.72
2018,5,4,249.69,4.57,96.25,3.28,251.0,49.88,0.01,17.04,5.15,18.4,1.78
2018,5,5,124.12,4.05,96.51,2.61,125.19,52.06,0.4,18.02,7.01,19.58,1.64
2018,5,6,108.38,3.84,96.67,2.55,112.75,63.25,0.82,18.34,9.84,20.37,1.53
2018,5,7,121.81,2.0,96.67,1.37,141.0,61.38,2.33,19.28,10.14,21.33,1.69
2018,5,8,68.25,4.68,96.16,3.55,67.94,58.88,0.7,19.5,10.4,20.82,1.66
2018,5,9,140.56,3.91,96.18,3.14,139.38,67.25,4.9,17.73,11.26,18.51,1.71
2018,5,10,222.19,2.95,96.59,1.89,222.31,57.31,0.23,19.29,9.24,21.56,1.83
2018,5,11,189.25,2.94,97.01,1.96,201.38,55.88,0.01,21.08,10.15,23.94,1.83
2018,5,12,181.75,2.63,96.82,2.07,185.19,52.19,0.04,22.97,10.73,24.73,1.94
2018,5,13,214.69,6.67,96.59,5.26,215.0,48.81,0.08,23.55,10.32,24.65,1.98
2018,5,14,74.38,5.34,96.85,4.53,75.44,54.44,0.53,18.8,8.69,21.4,1.69
2018,5,15,129.56,3.61,96.82,2.84,140.75,56.62,0.05,17.14,7.49,18.7,1.62
2018,5,16,80.31,4.21,96.8,3.5,78.88,57.56,0.36,17.55,8.35,19.99,0.96
2018,5,17,83.38,5.25,96.59,4.09,83.75,53.31,0.01,18.93,8.2,20.98,1.31
2018,5,18,54.62,5.36,96.47,4.13,54.31,61.12,0.32,18.87,10.54,20.4,1.84
2018,5,19,52.19,7.1,96.48,5.81,52.56,64.81,1.16,19.15,11.61,21.17,1.63
2018,5,20,75.88,5.09,96.38,3.98,77.62,63.69,0.56,19.7,11.73,22.31,1.84
2018,5,21,137.06,2.6,96.39,2.03,138.31,58.69,1.09,20.95,11.55,22.64,1.84
2018,5,22,114.0,3.79,96.6,2.64,128.75,66.38,2.07,20.41,13.01,22.63,1.13
2018,5,23,176.69,2.99,97.07,2.12,179.94,57.69,0.01,21.96,11.28,24.48,2.22
2018,5,24,163.75,3.43,97.03,2.7,166.06,52.31,0.0,22.91,10.43,25.23,2.32
2018,5,25,180.94,3.76,96.8,2.95,183.75,45.94,0.02,24.39,10.15,26.4,2.39
2018,5,26,152.44,3.58,96.92,2.97,154.06,43.56,0.0,24.67,10.06,26.92,2.41
2018,5,27,176.75,4.45,96.93,3.22,177.12,50.94,0.77,21.89,10.73,21.76,2.21
2018,5,28,105.38,6.6,96.68,5.19,106.88,50.62,0.0,23.83,11.08,25.21,2.23
2018,5,29,101.25,6.27,96.21,4.95,114.62,55.12,0.01,25.03,13.88,27.33,1.86
2018,5,30,143.75,5.95,96.67,4.75,141.81,49.5,0.0,24.38,11.33,26.89,2.29
2018,5,31,60.38,6.42,96.9,4.88,60.44,54.5,0.0,22.85,11.9,24.89,2.2
2018,6,1,82.06,5.8,97.06,4.31,82.56,49.5,0.0,22.24,10.05,23.15,1.36
2018,6,2,102.75,4.57,96.9,3.48,104.38,42.62,0.22,23.87,9.59,25.37,1.93
2018,6,3,84.06,4.59,96.63,3.41,85.12,43.88,0.0,25.45,10.78,27.4,2.29
2018,6,4,41.81,6.33,96.55,4.99,41.0,52.88,0.01,24.17,12.76,26.08,1.25
2018,6,5,93.44,4.23,96.55,3.36,93.19,49.56,0.04,24.64,11.63,27.69,2.56
2018,6,6,67.44,7.5,96.57,6.09,68.0,50.75,0.0,22.37,10.51,23.63,1.58
2018,6,7,125.25,7.81,96.49,6.54,139.5,55.94,0.09,23.33,12.5,25.56,2.02
2018,6,8,249.75,4.21,96.81,3.22,252.0,48.38,0.01,23.98,10.76,26.85,2.3
2018,6,9,167.81,4.46,96.87,3.32,170.81,50.25,0.05,26.17,11.83,28.74,2.51
2018,6,10,146.75,4.8,96.6,3.77,147.44,38.38,0.0,27.25,9.6,28.82,2.46
2018,6,11,105.19,5.96,96.21,4.66,108.31,39.12,0.0,27.92,10.67,29.5,2.41
2018,6,12,102.75,6.38,96.47,5.31,101.0,45.62,0.0,26.21,12.3,29.02,2.41
2018,6,13,98.69,3.25,96.47,2.59,83.25,50.88,4.54,24.43,12.62,27.29,1.84
2018,6,14,304.75,5.88,96.46,4.72,303.31,46.06,0.06,23.6,9.93,26.15,2.28
2018,6,15,273.31,6.79,96.56,5.34,287.25,43.62,0.02,22.92,8.62,25.34,2.02
2018,6,16,241.12,5.54,96.73,3.92,239.88,41.38,0.0,23.77,8.2,26.35,2.31
2018,6,17,200.19,4.52,96.87,3.25,213.12,43.31,0.0,25.08,10.37,27.84,2.37
2018,6,18,289.75,7.41,96.91,5.95,289.06,47.81,0.03,23.73,10.41,26.07,2.28
2018,6,19,118.88,5.9,96.9,4.62,118.0,51.75,0.48,22.98,11.5,25.59,1.91
2018,6,20,119.44,5.6,97.04,4.23,118.88,55.25,0.63,23.61,13.12,26.15,1.92
2018,6,21,176.0,1.88,96.97,1.5,176.5,51.94,2.47,25.03,13.5,27.71,1.66
2018,6,22,235.94,4.12,96.84,2.75,236.0,47.12,0.96,26.55,13.22,28.48,2.0
2018,6,23,99.12,3.2,96.9,2.05,112.88,45.75,1.19,27.05,13.33,29.96,2.32
2018,6,24,127.81,3.89,96.73,2.66,155.38,45.38,0.51,27.54,13.24,30.97,2.22
2018,6,25,39.69,5.27,96.62,4.31,82.12,45.56,0.02,26.12,11.69,28.69,2.17
2018,6,26,172.94,5.14,96.79,4.03,216.19,45.75,0.0,24.2,10.33,27.15,2.37
