-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2017 through 08/01/2023 
Location: Latitude  35.0382   Longitude 9.4849 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 408.34 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
-END HEADER-
YEAR,MO,DY,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,WS10M,WS10M_MAX,WS10M_MIN
2018,11,8,14.19,22.92,8.33,45.5,0.0,3.12,4.66,0.65
2018,11,9,15.28,24.62,8.92,50.44,0.04,3.68,4.99,2.58
2018,11,10,11.81,16.41,8.4,73.31,1.11,4.12,5.9,2.73
2018,11,11,12.82,20.23,7.9,80.44,0.31,4.83,7.65,2.8
2018,11,12,14.87,20.32,10.12,86.5,3.02,3.3,5.17,2.12
2018,11,13,15.44,19.94,12.15,86.88,6.72,2.97,4.71,2.06
2018,11,14,15.23,20.78,11.34,84.0,3.98,2.85,3.82,1.94
2018,11,15,14.4,19.98,11.12,84.56,1.44,2.88,4.37,1.62
2018,11,16,14.12,19.57,10.37,84.12,1.45,3.95,5.71,2.65
2018,11,17,13.19,17.51,9.51,78.44,0.45,2.35,4.27,0.62
2018,11,18,13.37,20.76,7.55,73.44,0.1,3.77,5.12,1.61
2018,11,19,13.6,19.29,9.53,70.19,0.01,5.72,8.73,3.4
2018,11,20,13.24,19.07,9.17,61.19,0.02,6.01,11.03,3.59
2018,11,21,13.23,21.71,7.96,53.94,0.0,4.35,6.09,3.3
2018,11,22,13.51,21.96,8.41,50.69,0.0,3.17,4.17,2.27
2018,11,23,13.19,21.51,6.9,57.12,0.0,3.73,5.99,2.05
2018,11,24,13.4,18.26,10.19,71.56,2.24,2.07,4.27,0.49
2018,11,25,12.51,18.3,8.38,74.75,0.14,3.62,5.68,0.62
2018,11,26,12.85,20.07,7.35,64.06,0.06,6.41,10.0,3.73
2018,11,27,10.31,16.34,6.19,67.0,0.15,5.73,9.3,3.69
2018,11,28,10.13,17.39,5.31,76.44,0.04,5.45,9.3,3.4
2018,11,29,10.63,18.1,5.78,77.56,0.03,3.13,5.03,0.89
2018,11,30,11.12,19.56,4.89,56.19,0.0,5.05,7.5,0.97
2018,12,1,10.47,15.55,6.55,69.12,1.77,6.84,9.56,4.0
2018,12,2,10.43,16.88,6.67,71.88,0.02,5.72,9.61,3.1
2018,12,3,11.48,19.83,4.94,68.25,0.0,2.86,3.96,0.79
2018,12,4,12.9,21.59,7.62,67.5,0.0,4.48,6.95,2.93
2018,12,5,12.89,20.58,7.87,68.19,0.0,4.41,7.14,1.41
2018,12,6,13.88,23.44,8.36,61.31,0.01,2.95,3.94,2.0
2018,12,7,11.69,17.63,8.01,82.44,0.12,5.16,8.38,3.16
2018,12,8,11.37,17.54,7.04,82.06,0.15,3.78,5.09,2.42
2018,12,9,10.94,17.67,5.8,75.75,0.02,3.91,6.59,1.6
2018,12,10,10.38,17.68,6.15,72.69,0.03,6.09,9.65,3.92
2018,12,11,10.19,19.51,4.65,71.06,0.0,3.83,4.91,2.43
2018,12,12,10.29,18.84,4.54,58.94,0.0,2.52,3.66,1.05
2018,12,13,10.23,19.15,5.3,54.31,0.0,4.56,7.91,2.61
2018,12,14,8.6,15.4,5.72,62.12,3.16,4.55,8.17,2.48
2018,12,15,9.65,14.46,6.29,74.94,1.2,7.88,12.55,3.48
2018,12,16,10.65,19.32,4.61,69.19,0.02,4.38,6.32,3.26
2018,12,17,11.42,18.18,5.82,65.06,0.01,5.69,8.71,3.27
2018,12,18,8.26,16.76,4.01,67.31,0.02,4.17,6.62,2.16
2018,12,19,9.8,20.12,3.33,57.5,0.0,3.67,5.75,1.87
2018,12,20,10.8,18.05,5.6,58.44,0.0,2.52,3.9,0.7
2018,12,21,10.85,16.4,6.53,67.0,0.07,2.29,3.43,0.66
2018,12,22,9.88,18.26,4.33,72.62,0.0,2.8,4.39,1.49
2018,12,23,10.21,18.61,3.94,62.38,0.0,3.05,5.52,0.59
2018,12,24,12.11,21.61,6.74,57.19,0.0,3.5,4.3,2.5
2018,12,25,10.81,18.33,5.65,70.69,0.08,5.58,8.62,3.42
2018,12,26,8.49,14.11,4.55,74.5,0.0,3.44,5.41,0.23
2018,12,27,7.8,16.35,1.82,66.69,0.0,2.78,5.16,1.27
2018,12,28,8.48,15.93,2.65,59.5,0.0,2.12,3.14,0.55
2018,12,29,8.28,14.14,2.75,71.5,0.0,1.52,2.8,0.34
2018,12,30,8.27,14.67,2.62,70.44,0.01,1.92,3.21,0.27
2018,12,31,8.01,14.34,4.27,81.94,0.07,5.34,8.25,3.28
2019,1,1,8.96,15.45,4.21,82.19,0.21,6.57,10.68,3.27
2019,1,2,10.37,19.43,4.66,68.44,0.19,4.99,6.54,3.84
2019,1,3,7.08,12.8,1.07,69.62,0.58,4.77,7.91,3.03
2019,1,4,4.62,10.64,-0.63,67.38,1.16,2.28,3.06,1.19
2019,1,5,4.88,11.25,0.12,75.94,0.29,3.88,6.14,2.51
2019,1,6,7.54,15.43,2.13,79.19,0.13,4.51,6.66,3.0
2019,1,7,7.76,13.49,2.73,81.31,0.37,3.73,6.29,1.39
2019,1,8,7.29,13.8,3.13,74.75,0.13,3.54,5.55,1.7
2019,1,9,7.27,14.99,1.96,75.69,0.15,5.1,8.11,3.66
2019,1,10,6.54,12.58,2.23,74.12,5.52,3.87,6.04,2.41
2019,1,11,4.33,8.27,1.33,78.31,5.12,4.13,5.3,2.81
2019,1,12,3.94,9.85,0.62,77.0,0.23,5.62,7.7,3.13
2019,1,13,6.23,13.86,0.53,80.06,0.26,5.32,8.19,3.66
2019,1,14,8.98,18.3,2.96,74.44,0.04,5.82,8.8,4.39
2019,1,15,8.51,15.12,4.37,74.75,0.06,4.41,7.66,1.6
2019,1,16,6.54,12.59,3.5,84.19,0.0,2.48,4.66,0.98
2019,1,17,8.16,14.9,4.58,71.75,0.0,1.73,2.67,0.02
2019,1,18,8.3,16.12,2.01,55.44,0.01,2.8,4.84,1.08
2019,1,19,7.97,14.9,2.44,71.62,0.07,3.17,4.71,1.6
2019,1,20,8.33,15.23,2.13,69.31,0.28,4.03,6.78,2.33
2019,1,21,9.49,15.82,4.8,73.06,0.72,4.25,5.77,3.45
2019,1,22,6.76,11.02,3.58,77.31,0.78,2.67,4.28,0.93
2019,1,23,5.74,11.56,0.65,68.62,0.65,4.88,8.7,2.45
2019,1,24,7.08,9.55,4.78,61.94,1.03,10.63,14.92,6.38
2019,1,25,6.86,9.99,4.56,64.44,0.48,11.0,15.49,6.29
2019,1,26,6.47,12.27,3.18,73.88,0.37,6.55,8.71,3.84
2019,1,27,7.75,16.19,1.39,69.69,0.03,5.48,8.32,3.09
2019,1,28,7.15,12.1,3.25,77.19,2.22,4.73,6.91,2.24
2019,1,29,6.2,11.25,2.37,68.5,0.61,5.93,11.12,2.96
2019,1,30,7.7,13.69,3.72,67.62,0.26,4.42,6.38,2.96
2019,1,31,8.17,15.64,1.73,69.06,0.0,5.23,8.24,3.17
2019,2,1,11.27,18.51,5.89,62.56,0.0,6.0,10.5,4.05
2019,2,2,11.22,19.44,5.17,43.06,0.03,4.66,8.03,2.9
2019,2,3,6.58,12.02,2.6,66.56,3.8,4.37,6.62,2.32
2019,2,4,6.79,10.44,3.62,75.56,1.51,10.09,13.67,5.95
2019,2,5,9.17,13.03,6.73,69.19,0.53,13.48,16.39,9.84
2019,2,6,8.87,15.7,4.25,67.56,0.05,7.34,10.16,3.91
2019,2,7,8.26,16.02,1.76,71.5,0.01,3.91,6.34,1.58
2019,2,8,9.65,18.03,2.98,69.31,0.0,2.89,4.86,1.67
2019,2,9,9.68,18.69,4.57,66.56,0.02,2.82,4.74,0.36
2019,2,10,11.43,21.78,3.73,44.38,0.0,5.14,6.57,3.34
2019,2,11,12.29,20.67,6.99,52.31,0.19,4.81,6.03,3.18
2019,2,12,8.05,13.63,3.94,63.25,0.29,7.01,10.53,4.59
2019,2,13,7.29,15.22,1.96,66.94,0.01,5.56,7.87,3.79
2019,2,14,7.8,15.08,2.37,72.25,0.03,4.89,7.84,1.5
2019,2,15,9.1,19.09,1.76,52.75,0.0,2.48,3.86,1.34
2019,2,16,7.3,14.38,3.12,64.62,0.01,4.8,6.94,2.02
2019,2,17,7.33,14.81,1.08,63.88,0.0,2.7,4.16,0.12
2019,2,18,7.45,14.65,3.33,64.75,0.0,3.45,5.34,2.45
2019,2,19,8.23,16.19,3.47,72.62,0.02,2.02,3.12,0.45
2019,2,20,8.91,16.37,4.53,73.88,0.04,2.09,3.42,0.38
2019,2,21,8.38,15.7,2.32,73.62,0.0,3.2,4.96,1.8
2019,2,22,8.41,17.15,1.84,72.56,0.08,3.66,5.03,2.04
2019,2,23,8.89,15.55,4.12,66.19,1.2,8.28,11.3,3.74
2019,2,24,6.55,12.02,2.87,64.19,0.53,9.8,12.59,7.34
2019,2,25,6.73,13.76,2.19,64.75,0.06,6.22,9.39,3.13
2019,2,26,4.31,8.19,1.46,82.44,11.75,2.84,5.14,0.62
2019,2,27,6.72,15.06,0.13,72.94,0.01,3.99,5.16,3.09
2019,2,28,9.05,17.56,2.51,69.0,0.01,4.7,7.02,1.66
2019,3,1,11.18,21.42,3.25,58.75,0.0,3.84,5.52,2.68
2019,3,2,11.37,19.98,4.72,56.25,0.0,5.13,7.48,3.12
2019,3,3,10.37,20.04,3.26,66.62,0.0,3.83,5.31,2.28
2019,3,4,11.26,21.42,2.58,52.81,0.0,2.39,4.1,0.06
2019,3,5,14.16,24.26,6.12,39.56,0.0,3.06,4.92,0.39
2019,3,6,15.0,24.27,7.86,39.69,0.0,4.66,7.92,2.42
2019,3,7,15.7,24.92,9.37,29.81,0.0,4.67,6.71,1.75
2019,3,8,14.37,22.42,6.88,44.12,0.0,3.71,6.11,0.33
2019,3,9,13.3,21.56,7.3,64.19,0.0,6.0,8.44,3.38
2019,3,10,12.67,20.12,6.34,47.06,0.0,4.17,6.02,1.94
2019,3,11,13.52,19.48,8.63,60.81,0.0,6.12,9.36,2.5
2019,3,12,10.72,18.18,5.48,58.12,0.05,8.01,11.95,2.66
2019,3,13,13.33,24.41,3.99,51.19,1.87,3.67,6.09,2.23
2019,3,14,10.66,16.15,5.6,63.62,0.37,7.4,8.98,3.4
2019,3,15,11.62,20.84,3.54,62.62,0.0,5.39,8.12,3.32
2019,3,16,15.53,26.9,5.33,47.19,0.0,2.99,4.24,0.47
2019,3,17,16.84,26.87,9.31,37.44,0.0,3.77,5.77,1.93
2019,3,18,16.12,24.81,9.47,41.0,0.03,5.15,7.19,4.05
2019,3,19,11.51,18.2,6.62,61.31,0.18,6.75,9.27,5.02
2019,3,20,9.61,14.68,6.65,72.88,9.59,6.57,8.66,5.03
2019,3,21,11.04,15.67,6.76,73.44,9.76,3.15,4.76,1.2
2019,3,22,9.69,12.43,7.12,82.06,8.61,3.31,6.62,1.22
2019,3,23,9.98,14.55,6.51,86.06,4.61,3.95,7.27,1.79
2019,3,24,12.08,19.8,4.93,64.56,0.0,2.8,4.62,1.56
2019,3,25,14.58,23.23,6.45,52.94,0.01,3.11,5.46,1.59
2019,3,26,15.46,23.78,9.2,63.19,17.52,4.27,6.78,2.41
2019,3,27,9.93,15.94,5.88,77.12,9.21,4.63,6.7,3.3
2019,3,28,10.39,16.05,6.09,74.5,0.65,5.61,8.66,2.94
2019,3,29,10.92,18.5,4.42,69.69,0.05,3.76,6.12,1.59
2019,3,30,13.08,21.67,5.12,63.44,0.01,2.09,3.55,0.27
2019,3,31,13.51,20.89,8.19,60.19,0.03,3.32,5.23,2.2
2019,4,1,11.05,16.2,6.76,78.38,3.63,3.69,4.86,2.0
2019,4,2,12.88,21.33,5.08,60.62,0.12,2.41,3.68,0.55
2019,4,3,14.69,21.51,8.78,67.12,5.07,5.59,10.44,3.01
2019,4,4,16.26,22.62,9.62,66.0,7.93,4.91,9.53,2.23
2019,4,5,11.1,14.32,7.13,82.88,7.23,4.07,5.92,1.81
2019,4,6,13.23,21.12,5.53,68.31,1.78,3.6,6.59,1.82
2019,4,7,12.12,19.26,6.06,61.62,0.36,5.17,10.27,2.52
2019,4,8,12.83,20.33,4.73,56.0,0.05,4.18,7.89,0.3
2019,4,9,15.76,24.06,7.64,56.88,0.54,4.41,8.17,1.26
2019,4,10,15.02,23.54,8.78,60.5,0.49,4.17,8.98,1.3
2019,4,11,12.74,18.9,7.72,63.25,0.42,2.81,4.09,1.05
2019,4,12,12.99,20.73,6.51,56.12,0.01,4.28,6.27,2.9
2019,4,13,12.52,20.64,5.4,57.5,0.01,4.88,6.98,3.13
2019,4,14,14.1,23.01,4.67,42.0,0.0,3.77,5.2,1.05
2019,4,15,16.8,26.11,8.77,45.75,0.0,5.09,6.24,2.7
2019,4,16,17.48,29.27,8.02,56.94,0.0,2.76,5.09,1.2
2019,4,17,17.86,27.97,9.94,57.62,0.0,3.27,6.83,1.66
2019,4,18,17.11,25.71,9.87,61.38,0.0,4.2,6.09,1.81
2019,4,19,15.44,22.08,11.31,71.94,0.0,7.0,9.71,2.62
2019,4,20,15.7,22.05,11.71,72.5,0.0,8.06,10.97,5.98
2019,4,21,18.87,29.75,12.12,61.94,1.43,4.8,6.68,1.21
2019,4,22,19.98,26.87,14.48,42.88,0.0,6.56,13.18,1.52
2019,4,23,18.76,26.27,11.66,41.69,0.0,5.62,9.54,2.27
2019,4,24,20.23,29.69,13.87,40.06,0.01,4.19,7.57,1.27
2019,4,25,19.69,30.3,10.9,61.25,0.0,2.83,3.84,1.93
2019,4,26,20.47,29.8,12.79,59.19,0.02,4.58,8.27,1.97
2019,4,27,16.87,24.41,11.01,48.06,0.0,6.48,8.55,4.11
2019,4,28,15.93,24.94,7.0,55.44,0.01,4.25,7.52,2.01
2019,4,29,19.26,28.6,10.1,52.0,0.84,2.69,5.45,1.34
2019,4,30,15.89,21.64,11.38,71.0,8.45,2.2,3.6,0.71
2019,5,1,16.83,24.8,10.47,61.06,0.19,2.32,4.87,0.74
2019,5,2,17.17,26.63,9.33,59.81,0.07,3.91,7.09,2.16
2019,5,3,19.83,30.71,11.84,61.12,2.88,3.65,6.5,0.73
2019,5,4,17.11,23.54,11.46,63.19,0.26,7.79,11.32,4.98
2019,5,5,16.6,25.33,8.2,55.12,0.01,4.94,6.48,3.08
2019,5,6,15.86,25.11,6.6,49.38,0.0,4.22,6.73,1.98
2019,5,7,17.48,29.16,8.11,54.38,0.0,1.91,3.29,0.35
2019,5,8,19.89,30.64,9.92,54.0,0.0,4.19,6.8,1.81
2019,5,9,25.0,35.75,16.09,36.5,0.0,3.34,7.85,1.66
2019,5,10,24.45,33.39,15.68,49.0,0.0,2.09,4.52,0.85
2019,5,11,24.37,33.87,15.83,44.88,0.16,2.88,4.62,1.1
2019,5,12,19.74,26.95,12.01,49.06,0.12,7.83,11.23,1.39
2019,5,13,15.75,22.44,10.14,50.12,0.17,7.89,9.09,6.31
2019,5,14,16.08,21.61,10.52,61.75,2.49,4.84,8.0,1.59
2019,5,15,18.44,27.02,8.94,52.62,0.01,4.04,7.4,1.49
2019,5,16,18.05,26.21,10.78,43.94,0.0,5.77,9.37,2.86
2019,5,17,21.05,31.73,11.2,49.0,0.0,6.21,10.12,1.05
2019,5,18,20.48,29.12,13.01,45.62,0.0,3.8,6.4,0.66
2019,5,19,19.18,26.75,12.23,49.62,0.15,3.1,6.61,0.38
2019,5,20,17.73,24.69,11.45,55.5,0.0,2.03,3.58,0.25
2019,5,21,17.65,24.27,12.11,61.12,0.03,3.01,5.13,1.2
2019,5,22,18.19,25.54,12.12,65.0,3.25,1.9,4.59,0.07
2019,5,23,20.84,29.3,13.33,53.31,0.03,1.62,3.9,0.19
2019,5,24,19.55,27.38,13.7,65.31,5.09,3.48,6.46,0.77
2019,5,25,18.58,24.99,14.2,69.0,13.56,2.9,6.43,0.44
2019,5,26,17.8,23.73,13.73,63.12,0.79,6.68,9.22,4.7
2019,5,27,17.74,23.03,11.65,59.56,0.37,5.66,7.52,2.8
2019,5,28,20.95,29.18,11.74,47.62,0.0,3.38,5.19,2.05
2019,5,29,22.89,31.26,15.64,44.06,0.05,3.73,7.03,0.83
2019,5,30,19.05,26.35,12.66,51.5,0.01,5.16,7.52,3.42
2019,5,31,18.0,25.03,10.4,53.75,0.0,4.43,6.21,2.3
2019,6,1,18.69,25.78,11.23,57.75,0.0,4.56,6.45,2.06
2019,6,2,19.72,27.94,11.05,48.25,0.0,2.88,3.76,1.18
2019,6,3,22.73,32.29,13.04,41.19,0.0,2.97,5.26,1.91
2019,6,4,25.08,33.91,15.31,39.62,0.0,4.03,5.49,2.28
2019,6,5,27.55,36.4,18.19,31.69,0.08,4.28,7.34,1.03
2019,6,6,25.21,32.11,18.19,43.88,0.21,3.99,6.17,0.61
2019,6,7,27.3,37.19,18.19,40.94,0.0,3.12,4.98,1.17
2019,6,8,27.79,36.71,19.86,32.81,0.0,5.04,8.16,2.62
2019,6,9,28.14,38.0,19.81,31.06,0.18,4.84,8.85,1.44
2019,6,10,28.04,38.55,19.18,34.0,0.0,4.16,7.23,1.56
2019,6,11,27.02,37.98,18.29,43.38,0.0,6.01,10.59,1.79
2019,6,12,25.22,34.65,16.39,51.12,0.0,5.76,7.76,2.41
2019,6,13,26.58,36.16,17.61,48.12,0.0,3.21,5.36,1.73
2019,6,14,27.06,38.2,20.44,48.62,0.17,3.14,11.43,0.77
2019,6,15,26.95,35.05,19.84,44.88,0.0,4.24,5.43,2.96
2019,6,16,27.04,34.94,19.85,44.44,0.0,4.45,6.05,2.92
2019,6,17,24.4,29.62,20.55,45.44,0.03,4.75,7.97,2.79
2019,6,18,25.96,34.78,17.47,36.81,0.0,4.16,5.66,1.84
2019,6,19,29.59,40.19,19.75,34.12,0.01,3.95,7.41,1.67
2019,6,20,29.62,37.27,23.83,36.81,0.19,3.49,8.15,1.34
2019,6,21,31.95,41.97,22.26,33.69,0.0,4.14,5.83,2.44
2019,6,22,32.03,42.13,22.66,30.44,0.0,4.71,7.83,2.55
2019,6,23,32.01,41.87,22.62,26.81,0.0,3.87,6.44,2.18
2019,6,24,34.21,42.6,25.49,19.62,0.0,3.18,5.23,1.24
2019,6,25,32.33,42.65,22.65,30.88,0.0,2.38,5.78,0.62
2019,6,26,29.86,38.73,22.42,37.5,0.0,3.68,7.0,1.38
2019,6,27,28.12,34.81,20.97,42.06,0.0,3.8,5.98,1.75
2019,6,28,28.5,35.19,21.25,41.25,0.0,3.8,5.87,1.04
2019,6,29,30.65,38.4,22.47,35.0,0.0,2.43,4.27,0.9
2019,6,30,30.18,37.28,23.38,39.0,0.0,3.16,6.45,0.38
2019,7,1,27.87,34.77,21.27,48.69,0.0,3.93,6.88,1.49
2019,7,2,27.52,35.53,20.69,50.69,0.01,3.31,6.59,1.48
2019,7,3,28.96,37.62,21.08,41.44,0.05,3.56,7.74,1.56
2019,7,4,30.55,38.81,22.56,31.88,0.0,4.66,6.95,2.55
2019,7,5,33.06,41.52,25.53,30.5,0.0,3.31,5.61,1.25
2019,7,6,33.37,42.1,25.23,29.81,0.0,2.74,5.9,0.86
2019,7,7,34.01,41.78,26.38,27.0,0.0,3.8,6.47,0.91
2019,7,8,34.41,41.33,27.67,24.38,0.0,2.74,4.23,0.41
2019,7,9,34.1,42.55,25.36,20.38,0.0,5.28,8.17,3.23
2019,7,10,34.68,43.25,26.33,20.5,0.0,4.41,6.38,0.5
2019,7,11,30.76,39.53,22.49,37.69,0.0,3.0,5.41,1.88
2019,7,12,30.35,39.91,22.62,38.56,0.0,3.01,6.2,1.53
2019,7,13,32.71,43.07,23.32,30.94,0.0,2.13,4.36,0.3
2019,7,14,34.6,44.55,25.2,27.31,0.0,3.66,7.14,0.56
2019,7,15,29.48,35.76,24.3,39.81,0.0,6.63,9.95,2.54
2019,7,16,27.05,33.45,21.48,39.56,0.0,5.91,9.05,0.91
2019,7,17,26.43,35.91,17.26,43.44,0.0,2.77,4.26,0.21
2019,7,18,26.04,30.18,22.47,52.19,1.16,2.17,3.31,0.6
2019,7,19,26.73,34.58,19.04,40.81,0.0,3.16,4.72,2.19
2019,7,20,28.47,36.49,20.55,47.88,0.44,3.68,7.3,1.59
2019,7,21,28.03,36.18,21.81,49.44,0.06,4.83,8.45,2.14
2019,7,22,26.99,33.99,20.89,47.5,0.0,3.18,5.73,0.68
2019,7,23,27.7,34.94,20.65,35.06,0.0,2.65,4.02,1.11
2019,7,24,29.54,36.94,21.86,30.44,0.0,2.18,3.68,0.6
2019,7,25,30.84,39.53,23.33,31.81,0.0,2.67,7.48,0.2
2019,7,26,31.89,41.84,21.9,35.38,0.0,3.61,5.04,1.82
2019,7,27,32.9,40.94,24.26,26.06,0.0,6.52,10.62,2.38
2019,7,28,31.08,40.51,22.69,34.44,0.0,3.44,5.04,0.5
2019,7,29,30.5,40.23,22.28,44.12,0.0,3.2,6.39,1.48
2019,7,30,30.76,40.4,22.38,46.62,0.0,3.41,5.8,1.68
2019,7,31,30.51,39.32,22.81,36.69,1.02,3.52,5.71,1.8
2019,8,1,32.3,41.11,24.65,30.75,0.0,2.77,5.3,0.84
2019,8,2,34.58,43.11,25.44,25.06,0.01,2.52,3.52,0.43
2019,8,3,34.9,43.55,27.91,28.62,5.79,2.84,5.68,0.66
2019,8,4,31.21,39.46,24.38,41.06,0.01,3.24,6.16,1.32
2019,8,5,30.85,38.17,24.7,36.69,0.03,3.34,5.9,0.78
2019,8,6,31.56,40.77,22.81,39.88,0.43,3.73,7.34,1.16
2019,8,7,35.11,42.8,27.21,30.0,3.57,4.27,6.12,2.51
2019,8,8,35.44,43.93,28.24,28.12,0.0,3.98,6.14,1.31
2019,8,9,32.93,43.25,25.19,37.88,0.0,2.38,6.77,0.07
2019,8,10,31.05,39.49,23.29,38.56,0.0,3.42,6.05,0.8
2019,8,11,30.41,38.12,22.75,40.12,0.0,2.66,4.4,1.16
2019,8,12,31.12,38.62,24.24,33.0,0.0,2.09,4.35,0.52
2019,8,13,31.04,38.89,23.73,39.38,0.22,4.2,7.13,1.14
2019,8,14,28.67,35.9,22.67,43.94,0.0,5.1,8.07,3.27
2019,8,15,27.65,35.15,21.4,38.62,0.0,4.6,6.16,2.55
2019,8,16,27.69,35.48,19.58,40.94,0.0,3.02,5.12,0.84
2019,8,17,29.25,37.44,22.14,41.88,0.0,2.23,5.15,0.25
2019,8,18,30.43,38.96,21.9,45.94,0.0,3.34,5.4,1.39
2019,8,19,31.57,40.98,23.21,38.69,0.06,3.48,7.52,1.76
2019,8,20,28.3,35.22,23.04,52.88,0.01,5.13,7.41,2.16
2019,8,21,27.97,35.52,21.41,57.81,0.19,3.77,7.18,1.44
2019,8,22,27.27,34.88,21.73,58.56,16.91,3.7,6.82,1.96
2019,8,23,26.57,32.94,21.15,58.62,2.23,2.48,4.83,0.41
2019,8,24,27.33,34.07,21.18,57.56,1.05,2.78,4.71,1.18
2019,8,25,27.9,33.91,22.66,56.62,1.19,2.89,4.48,0.8
2019,8,26,28.01,34.82,22.12,58.44,0.3,3.54,6.29,1.32
2019,8,27,29.08,36.97,21.78,52.31,0.48,3.01,4.86,1.87
2019,8,28,28.3,36.33,22.22,53.25,0.76,4.12,6.37,1.48
2019,8,29,26.53,32.17,21.53,63.19,0.44,4.16,5.62,1.4
2019,8,30,26.58,32.54,20.83,60.69,0.27,3.45,4.4,2.58
2019,8,31,24.81,28.37,22.43,70.94,15.89,2.48,3.64,1.51
2019,9,1,24.77,29.21,20.9,61.5,1.02,2.8,4.9,1.49
2019,9,2,23.32,28.38,19.18,66.88,2.99,3.89,6.57,2.42
2019,9,3,24.94,32.08,18.73,60.0,0.09,4.34,6.82,1.96
2019,9,4,24.78,32.01,18.4,55.81,0.08,2.8,3.86,1.79
2019,9,5,24.65,31.48,18.44,56.44,0.05,3.73,5.73,1.93
2019,9,6,23.81,29.65,18.71,55.62,0.08,4.18,6.86,2.45
2019,9,7,23.94,30.96,16.9,54.06,0.1,2.16,4.17,0.14
2019,9,8,23.58,29.05,19.08,62.06,1.23,2.82,5.72,1.06
2019,9,9,23.54,29.28,19.65,71.94,19.89,1.84,3.25,0.24
2019,9,10,23.98,29.55,19.96,68.31,2.71,2.8,5.98,0.95
2019,9,11,22.93,27.5,18.38,68.25,0.59,5.09,8.19,1.12
2019,9,12,24.51,30.93,20.01,74.81,1.95,5.9,7.4,3.34
2019,9,13,23.61,29.33,19.82,77.94,6.56,2.81,3.63,1.85
2019,9,14,24.29,30.65,19.33,75.12,5.12,2.88,4.2,1.48
2019,9,15,24.29,30.48,19.15,64.88,0.61,3.08,4.74,1.52
2019,9,16,25.69,34.46,19.13,57.19,1.7,3.27,5.02,1.83
2019,9,17,26.76,34.48,20.38,58.25,5.27,2.31,3.27,1.41
2019,9,18,27.08,34.15,22.15,52.31,2.01,3.89,6.6,1.41
2019,9,19,28.26,35.6,21.98,46.62,1.17,3.68,7.09,1.33
2019,9,20,26.3,34.32,20.74,58.12,0.23,2.91,5.84,0.77
2019,9,21,26.71,34.09,21.31,59.88,0.88,2.99,5.46,0.81
2019,9,22,26.48,34.15,21.08,65.88,1.71,3.18,6.2,1.3
2019,9,23,27.08,35.5,21.76,53.88,0.96,2.03,3.45,0.16
2019,9,24,25.87,34.65,19.69,63.94,0.01,2.53,4.26,0.55
2019,9,25,25.72,33.8,19.99,62.62,0.02,2.54,3.73,1.08
2019,9,26,24.95,32.64,18.55,50.94,0.0,2.18,3.85,0.17
2019,9,27,23.12,30.25,17.4,59.06,0.0,2.2,3.44,1.08
2019,9,28,24.51,33.51,17.36,55.06,0.01,1.77,2.84,0.19
2019,9,29,24.64,32.85,18.45,61.25,0.09,1.68,3.38,0.28
2019,9,30,23.78,30.33,18.78,66.06,0.33,1.98,2.77,0.7
2019,10,1,24.25,31.62,17.7,59.31,0.27,2.74,4.29,0.91
2019,10,2,25.46,33.35,19.43,45.62,3.48,4.14,6.55,2.3
2019,10,3,20.73,25.9,16.27,60.62,2.99,6.84,9.01,3.09
2019,10,4,19.66,27.48,13.55,58.12,0.07,4.1,7.45,2.2
2019,10,5,21.83,31.08,14.15,42.81,0.0,3.04,5.75,1.27
2019,10,6,21.96,31.03,14.79,43.88,0.0,2.74,4.16,1.29
2019,10,7,19.44,27.53,14.69,61.5,0.81,6.29,11.75,1.98
2019,10,8,18.95,24.47,15.19,66.44,2.57,9.85,13.52,6.98
2019,10,9,18.78,24.82,13.58,70.31,0.49,7.3,9.77,3.34
2019,10,10,19.95,26.8,14.61,69.44,0.45,3.93,5.87,2.25
2019,10,11,19.99,28.15,13.37,62.44,0.01,3.24,5.55,0.62
2019,10,12,20.48,28.34,13.88,59.25,0.0,3.15,4.31,2.17
2019,10,13,20.51,27.62,14.55,62.25,0.0,3.04,4.26,2.03
2019,10,14,21.16,28.25,15.25,63.38,0.01,3.54,4.95,2.34
2019,10,15,21.77,28.4,16.22,55.56,1.4,2.52,4.7,0.28
2019,10,16,19.87,25.39,14.81,68.5,1.54,2.48,4.05,0.61
2019,10,17,20.58,27.42,15.73,66.5,0.29,2.51,3.76,1.28
2019,10,18,21.48,27.8,15.97,55.44,0.03,2.28,3.59,0.68
